collision_severity,day_of_week,time,road_type,speed_limit,urban_or_rural_area,junction_detail,junction_control,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,number_of_vehicles,number_of_casualties,vehicle_type_mode,any_skidding,avg_vehicle_age,worst_casualty_severity,any_pedestrian,avg_casualty_age
3,1,23:14,6,60,2,13,4,6,1,2,0,1,2,9,1,9.0,3,0,18.0
3,6,13:09,6,60,2,13,4,1,1,1,0,2,2,9,0,8.0,3,0,68.0
3,5,18:40,6,30,1,0,-1,1,1,1,0,2,2,9,0,9.5,3,0,25.5
3,7,13:40,6,60,2,0,-1,1,1,1,0,2,4,9,0,7.0,3,0,43.25
3,7,23:45,6,30,1,19,4,4,1,1,0,2,1,9,0,6.0,3,0,19.0
3,5,13:07,6,30,1,16,4,1,1,1,0,1,1,19,0,4.0,3,1,75.0
2,1,12:00,3,40,1,0,-1,1,1,1,0,2,1,9,0,6.5,2,0,55.0
3,4,10:00,3,70,2,0,-1,1,1,2,0,2,1,9,0,3.0,3,0,22.0
2,7,04:01,6,50,2,0,-1,6,1,1,0,1,4,9,0,1.0,2,0,22.75
2,3,14:53,6,30,1,0,4,1,1,1,0,3,4,9,0,8.0,2,0,38.75
3,7,08:42,6,30,1,0,-1,1,1,1,0,2,1,9,0,15.5,3,0,19.0
2,3,11:04,6,30,2,0,-1,1,1,1,0,3,1,9,5,3.6666666666666665,2,0,33.0
2,1,16:40,6,60,2,0,-1,1,1,1,0,2,2,9,5,2.5,2,0,18.5
3,4,08:40,6,40,2,0,-1,1,1,1,0,3,3,9,0,6.0,3,0,31.666666666666668
3,5,06:25,3,50,1,0,4,1,1,1,0,2,1,9,0,16.0,3,0,42.0
2,6,07:47,7,50,1,0,-1,1,1,1,0,1,1,5,2,4.0,2,0,47.0
3,3,18:56,1,50,1,0,4,1,1,1,0,2,1,3,2,13.0,3,0,39.0
3,4,07:35,6,60,2,0,-1,1,1,1,0,2,2,9,0,19.5,3,0,17.0
2,5,17:10,6,30,2,0,-1,4,1,2,0,3,1,9,1,7.0,2,0,51.0
2,5,15:16,6,60,2,0,-1,1,1,2,0,2,3,9,0,10.0,2,0,41.66666666666666
3,7,16:35,3,70,2,0,-1,1,1,1,0,2,1,5,0,8.5,3,0,56.0
3,6,16:34,6,30,2,0,-1,1,1,1,0,2,1,3,5,0.0,3,0,47.0
3,2,15:22,6,60,2,0,-1,1,1,1,0,2,3,9,1,8.5,3,0,22.33333333333333
3,7,13:08,6,30,2,0,-1,1,1,1,0,2,1,9,0,3.5,3,0,43.0
3,5,07:35,6,50,2,0,-1,1,2,2,0,2,2,9,0,9.0,3,0,47.0
3,6,17:18,3,40,1,13,4,4,1,1,0,2,1,3,0,12.0,3,0,34.0
3,5,08:20,6,30,1,18,4,1,1,1,0,2,1,1,0,7.0,3,0,15.0
3,3,05:58,6,20,1,0,-1,4,1,1,0,2,1,1,0,1.5,3,0,17.0
2,6,15:32,6,30,1,0,-1,1,1,1,0,1,1,9,0,19.0,2,1,28.0
2,4,15:42,6,30,1,0,-1,1,1,1,0,2,1,1,0,1.0,2,0,21.0
3,5,11:26,6,30,1,13,4,1,1,1,0,2,1,9,0,12.5,3,0,73.0
3,2,07:16,6,30,1,18,4,1,1,1,0,2,1,9,0,6.5,3,0,56.0
2,6,10:45,6,30,1,18,4,1,1,1,0,2,1,3,1,18.0,2,0,20.0
3,7,11:14,6,30,1,0,-1,1,1,1,0,2,1,9,0,11.5,3,0,36.0
3,4,14:43,6,30,1,13,2,1,1,1,0,2,2,5,0,7.0,3,0,68.0
2,4,19:40,6,20,1,18,4,4,1,1,0,1,1,9,0,7.0,2,1,26.0
3,1,13:55,6,30,1,13,4,1,1,1,0,2,1,9,0,11.5,3,0,46.0
3,7,11:45,3,30,1,0,-1,1,1,1,0,2,1,9,1,4.0,3,0,29.0
3,2,14:08,6,60,2,0,-1,1,1,1,0,1,2,9,1,4.0,3,0,19.5
3,5,14:19,1,60,2,0,4,1,1,1,0,3,2,9,0,3.333333333333333,3,0,36.5
3,5,09:20,6,30,1,0,-1,1,1,1,0,1,1,9,0,12.0,3,1,2.0
2,5,16:00,6,30,2,0,-1,1,1,1,0,1,1,9,0,7.0,2,1,11.0
3,1,15:38,1,40,2,0,4,1,1,1,0,2,1,9,0,6.5,3,0,84.0
3,3,08:47,6,30,2,13,4,1,1,1,0,2,2,9,0,16.5,3,0,49.5
3,4,07:47,6,60,2,0,-1,1,2,2,0,3,2,9,0,8.666666666666666,3,0,24.5
3,6,15:40,3,40,2,0,-1,1,1,1,0,2,1,9,0,1.0,3,0,57.0
3,2,11:50,6,50,2,0,-1,1,1,1,0,1,2,19,1,1.0,3,0,19.0
3,3,19:05,3,30,1,0,-1,4,1,1,0,2,1,9,0,3.0,3,0,47.0
3,5,19:52,6,30,1,0,-1,1,1,1,0,2,1,9,0,3.5,3,0,30.0
3,6,13:50,6,30,2,0,-1,1,1,1,0,1,1,9,2,20.0,3,0,18.0
3,1,12:32,6,30,1,0,-1,1,1,1,0,1,1,9,0,14.0,3,1,42.0
3,7,16:08,6,30,1,0,-1,1,1,1,0,2,1,9,0,11.5,3,0,15.0
3,1,17:17,6,30,1,0,-1,1,1,1,0,2,2,9,0,9.5,3,0,24.5
2,5,08:40,6,30,1,0,-1,1,1,1,0,1,1,9,0,7.0,2,1,33.0
1,5,07:20,6,60,2,0,-1,1,1,1,0,2,1,1,0,2.0,1,0,55.0
3,5,09:00,3,20,1,0,-1,1,1,1,0,2,1,1,0,7.0,3,0,29.0
2,2,09:26,6,40,1,0,-1,1,1,1,0,1,1,9,0,10.0,2,1,75.0
3,5,11:00,3,70,2,0,-1,1,2,2,0,1,1,9,1,7.0,3,0,39.0
3,5,14:00,2,30,1,0,-1,1,1,1,0,1,1,9,0,7.0,3,1,17.0
2,1,17:29,6,30,1,0,-1,1,1,1,0,2,1,3,0,3.5,2,0,35.0
3,4,20:00,6,60,2,0,-1,6,1,2,0,1,1,3,1,2.0,3,0,26.0
3,6,12:21,3,70,2,0,-1,1,1,1,0,3,4,9,5,5.0,3,0,57.75
3,5,15:22,6,30,1,13,4,1,1,1,0,2,1,1,0,-0.5,3,0,27.0
3,7,13:40,3,30,1,19,4,1,1,1,0,2,1,5,0,9.0,3,0,28.0
2,2,19:58,6,30,1,13,4,1,1,1,0,1,1,9,0,8.0,2,1,9.0
3,1,18:01,6,20,1,0,-1,1,1,1,0,2,1,19,0,7.0,3,0,27.0
3,5,16:05,3,70,2,0,-1,1,1,1,0,3,2,9,0,5.333333333333333,3,0,46.0
2,6,23:00,6,30,1,0,-1,4,1,1,0,2,3,9,0,10.5,2,0,34.333333333333336
2,3,21:50,3,30,1,19,2,4,1,1,0,2,2,9,0,11.0,2,0,27.0
3,6,06:28,1,40,2,0,2,1,1,1,0,2,1,1,0,7.0,3,0,59.0
3,7,23:00,6,30,1,0,-1,4,1,1,0,2,1,9,0,5.5,3,0,18.0
3,7,20:35,6,60,2,13,4,6,1,1,0,1,2,10,0,7.0,3,0,43.0
3,1,08:45,6,60,2,0,-1,1,1,1,0,2,1,5,5,9.5,3,0,24.0
3,4,08:45,6,30,2,13,4,1,1,1,13,3,3,9,0,6.0,3,0,25.0
3,2,11:00,6,60,2,0,4,1,1,1,0,2,1,9,0,3.5,3,0,53.0
2,1,15:15,6,30,2,13,4,1,1,1,0,2,6,9,0,9.5,2,0,19.5
3,6,13:50,6,30,1,16,2,1,1,1,0,2,1,9,0,10.5,3,0,28.0
2,7,21:52,6,30,2,0,-1,4,2,2,0,1,1,9,0,18.0,2,1,53.0
3,5,06:55,1,40,2,0,4,4,1,1,0,1,1,9,0,15.0,3,0,22.0
3,5,11:21,6,30,2,0,-1,1,1,1,0,2,1,9,0,15.0,3,0,42.0
3,4,19:11,6,40,1,13,4,1,1,1,0,2,1,5,5,5.5,3,0,19.0
2,3,22:27,6,60,2,0,-1,6,1,1,0,1,1,9,2,13.0,2,0,19.0
3,7,11:39,6,30,1,0,-1,1,1,1,0,3,2,1,5,2.6666666666666665,3,0,64.5
3,2,11:01,6,30,1,13,2,1,1,1,0,2,1,9,0,7.5,3,0,26.0
2,4,15:35,6,40,2,19,4,1,1,1,0,2,1,9,0,8.0,2,0,40.0
3,4,16:57,6,40,1,13,4,1,1,1,0,2,1,3,0,3.0,3,0,17.0
2,2,07:28,6,40,1,0,-1,1,2,2,0,2,1,9,0,2.5,2,0,25.0
3,6,07:30,6,60,2,13,4,1,2,4,0,3,1,9,0,4.666666666666667,3,0,41.0
3,5,13:31,6,40,1,13,4,1,2,2,0,2,1,9,0,3.5,3,0,32.0
3,1,07:50,6,60,2,0,-1,1,1,4,0,1,1,19,1,9.0,3,0,38.0
3,3,19:50,3,50,2,16,2,4,1,1,0,2,2,9,0,3.5,3,0,43.5
3,5,15:00,6,30,2,0,-1,1,9,1,0,2,2,9,0,9.5,3,0,63.5
3,1,19:10,6,50,2,0,-1,1,1,1,0,3,1,9,0,-0.3333333333333333,3,0,35.0
2,4,10:55,6,60,2,0,-1,1,1,1,0,2,2,9,0,7.0,2,0,72.0
3,4,15:59,6,50,2,0,-1,1,8,1,0,3,2,8,0,3.6666666666666665,3,0,36.5
3,4,16:30,3,40,2,0,-1,1,2,2,0,2,1,9,0,6.5,3,0,42.0
2,5,18:50,6,30,1,0,-1,4,1,4,0,2,1,1,0,7.0,2,0,38.0
3,6,16:10,6,20,1,0,-1,1,1,1,0,2,2,1,0,7.0,3,0,27.5
3,4,07:38,6,30,1,13,4,1,1,1,0,2,1,1,0,7.0,3,0,62.0
3,5,15:15,6,30,2,13,4,1,1,1,0,1,1,11,0,7.0,3,1,40.0
2,4,08:10,6,30,1,0,-1,1,1,1,0,1,1,9,0,9.0,2,1,13.0
2,5,16:20,6,30,2,0,-1,1,1,1,0,1,1,19,0,9.0,2,1,18.0
3,3,07:13,6,30,1,13,4,1,1,2,0,2,1,9,0,4.0,3,0,36.0
3,4,07:30,6,30,2,0,-1,1,1,1,13,2,1,3,5,5.0,3,0,17.0
3,4,07:01,7,70,2,0,-1,1,1,2,0,5,2,9,0,-0.4,3,0,59.0
3,1,14:35,3,70,2,0,-1,1,1,1,0,2,1,9,1,9.5,3,0,71.0
3,3,01:40,1,40,1,0,4,4,2,1,17,2,1,9,0,6.0,3,0,25.0
3,2,14:55,6,30,1,0,-1,5,1,1,0,4,1,9,0,4.75,3,0,69.0
2,6,21:10,6,30,1,0,-1,1,1,1,0,3,1,9,1,15.333333333333334,2,0,21.0
3,7,15:45,6,30,1,18,4,1,1,1,0,1,1,98,0,7.0,3,1,67.0
3,1,13:45,6,40,1,0,-1,1,1,1,0,1,1,1,0,7.0,3,1,68.0
3,5,21:40,6,30,1,13,4,1,1,1,0,2,1,3,0,2.0,3,0,40.0
1,5,03:20,6,40,2,0,-1,6,1,1,0,1,1,9,5,8.0,1,0,20.0
3,3,08:05,6,30,1,0,-1,1,1,1,0,2,1,9,5,3.0,3,0,55.0
3,6,13:05,6,60,2,0,-1,1,1,1,0,1,1,9,0,2.0,3,0,27.0
3,1,20:26,6,30,1,0,-1,4,2,2,0,2,1,9,0,11.5,3,0,16.0
2,1,20:10,6,60,2,0,-1,6,1,1,0,1,2,9,2,9.0,2,0,43.5
2,7,01:54,1,70,2,0,4,4,1,1,0,1,1,9,5,8.0,2,0,53.0
3,2,19:25,6,30,1,13,4,4,1,1,0,2,2,9,1,5.5,3,0,34.0
3,7,11:30,3,30,2,0,-1,1,1,1,0,2,1,1,0,7.0,3,0,35.0
2,6,21:24,1,30,1,0,4,4,2,2,0,2,1,1,5,0.0,2,0,59.0
3,2,17:41,3,70,2,0,-1,1,2,5,0,1,1,9,1,6.0,3,0,32.0
1,1,13:27,6,60,2,0,-1,1,1,1,0,1,2,5,0,27.0,1,1,65.0
3,1,12:34,3,70,2,0,-1,1,2,5,0,1,1,9,1,5.0,3,0,53.0
2,1,11:00,6,60,2,18,-1,1,1,1,0,3,1,1,2,7.0,2,0,57.0
2,6,00:03,6,60,2,0,-1,6,2,2,0,1,1,9,2,7.0,2,0,18.0
3,1,12:30,6,20,1,19,4,1,1,1,0,2,1,1,0,6.0,3,0,36.0
2,1,12:50,6,60,2,0,-1,1,1,1,0,2,1,5,0,0.5,2,0,35.0
2,7,12:00,6,60,2,0,-1,1,5,2,0,1,1,90,2,20.0,2,0,79.0
2,3,18:40,6,30,1,0,-1,4,2,2,17,1,1,9,0,5.0,2,1,46.0
2,5,10:25,6,20,1,0,4,1,1,1,0,1,1,9,0,4.0,2,1,75.0
2,3,18:10,3,40,1,13,2,4,1,1,0,2,1,9,0,7.5,2,0,32.0
2,4,07:30,3,30,2,13,3,4,1,2,0,2,1,9,5,6.5,2,0,50.0
2,4,18:00,6,20,1,13,4,1,1,1,0,2,1,1,5,0.0,2,0,55.0
2,3,15:50,6,40,1,13,4,1,1,1,0,2,1,1,5,4.5,2,0,58.0
3,6,14:00,6,20,1,0,-1,1,1,1,0,4,2,9,0,4.75,3,0,49.5
3,6,02:00,3,70,2,0,-1,6,1,1,0,2,2,9,0,13.5,3,0,50.0
3,2,14:50,1,30,2,0,4,1,1,2,0,3,1,21,0,4.0,3,0,50.0
3,7,10:22,6,60,2,0,-1,1,1,1,0,1,1,9,5,16.0,3,0,33.0
3,7,10:49,6,30,1,0,-1,1,1,1,0,2,1,9,0,10.5,3,0,34.0
2,7,14:10,6,20,1,0,-1,1,1,1,0,1,1,8,0,4.0,2,1,16.0
3,2,17:45,6,60,2,0,-1,1,1,1,0,2,1,9,0,7.0,3,0,27.0
2,6,21:25,6,60,2,16,4,6,1,1,0,2,3,9,2,7.0,2,0,40.0
3,4,16:15,6,30,2,18,4,1,2,2,0,2,1,9,0,7.0,3,0,37.0
3,3,15:48,6,60,2,0,-1,1,1,1,0,2,1,9,0,12.5,3,0,18.0
3,5,13:31,3,40,1,13,2,1,1,1,0,1,1,9,0,9.0,3,1,21.0
3,1,14:41,6,20,2,16,4,1,1,1,0,2,1,9,0,7.0,3,0,68.0
3,6,14:43,3,50,2,13,2,1,1,1,0,2,1,9,1,10.5,3,0,54.0
3,2,11:02,6,20,1,0,-1,1,4,2,0,1,1,9,0,5.0,3,1,41.0
3,6,20:34,6,30,2,0,-1,1,1,1,0,2,1,1,0,7.0,3,0,35.0
3,1,00:01,6,30,1,13,4,4,6,2,0,3,2,19,0,6.333333333333333,3,0,22.5
3,1,19:00,6,60,2,0,-1,1,1,1,0,2,2,9,1,4.5,3,0,37.0
3,5,19:54,6,60,2,16,4,1,1,1,12,2,2,9,5,7.5,3,0,20.0
3,2,13:06,3,70,2,0,-1,1,1,1,0,3,1,9,0,6.333333333333333,3,0,43.0
3,7,13:00,6,20,1,16,4,1,1,1,0,2,1,9,0,3.0,3,0,60.0
3,5,16:30,1,30,2,0,4,7,2,2,0,2,1,9,0,8.0,3,0,31.0
3,6,13:11,6,30,1,16,2,1,1,1,0,1,1,9,0,7.0,3,1,62.0
3,4,20:25,6,30,1,16,4,4,1,2,0,2,1,9,0,9.0,3,0,29.0
3,5,08:42,6,30,1,19,4,1,1,1,0,1,2,9,0,7.0,3,1,30.0
3,2,07:25,6,20,1,13,4,1,1,1,0,2,1,1,0,7.0,3,0,36.0
3,6,21:01,6,60,2,0,-1,6,2,2,0,1,1,9,0,10.0,3,0,49.0
3,4,09:45,6,40,2,19,4,1,1,1,0,2,1,9,0,6.5,3,0,42.0
3,7,14:52,1,30,2,0,-1,1,1,1,0,2,1,9,0,11.0,3,0,29.0
3,2,07:00,6,20,1,13,4,1,1,1,0,2,1,1,0,1.5,3,0,27.0
3,5,13:03,3,30,1,0,-1,1,1,1,0,2,2,9,0,3.5,3,0,59.5
3,4,11:30,6,30,1,18,4,1,1,1,0,2,2,19,0,3.0,3,0,33.5
3,5,15:00,2,30,1,0,-1,1,1,1,0,2,1,1,0,7.0,3,0,24.0
3,1,03:30,1,40,1,0,4,1,9,1,0,2,1,9,0,12.0,3,0,26.0
3,3,16:05,1,30,1,0,4,1,1,1,0,2,1,9,0,4.5,3,1,16.0
3,6,18:00,6,30,1,0,-1,1,1,1,0,2,1,9,0,10.0,3,0,55.0
3,6,17:21,6,30,1,13,4,1,1,1,0,2,1,1,0,2.0,3,0,52.0
3,6,16:00,6,30,1,13,2,1,8,1,0,1,1,9,0,10.0,3,1,29.0
3,1,15:40,6,30,1,16,2,1,1,1,0,2,3,9,0,8.5,3,0,51.333333333333336
3,3,16:50,6,30,1,0,-1,1,8,1,0,2,1,3,5,4.0,3,0,29.0
2,3,08:06,6,30,1,0,-1,1,2,2,0,2,1,1,0,7.0,2,0,42.0
3,4,12:55,6,30,1,0,-1,1,1,1,0,2,1,1,0,4.0,3,0,34.0
2,1,01:00,6,60,2,0,-1,6,1,1,0,1,1,9,0,7.0,2,0,18.0
2,3,21:35,6,30,1,13,4,4,1,1,13,2,1,1,0,7.0,2,0,57.0
3,2,09:50,1,30,1,0,4,1,1,1,0,2,1,1,0,2.0,3,0,50.0
3,4,18:50,6,20,2,13,4,1,1,1,0,2,1,3,0,8.0,3,0,25.0
3,7,13:00,6,20,1,0,-1,1,1,1,0,2,1,9,0,7.0,3,0,19.0
3,2,16:35,6,30,1,13,4,1,1,1,0,2,1,9,0,3.5,3,0,30.0
3,3,19:51,6,30,2,0,-1,1,1,1,0,2,1,9,0,5.0,3,0,28.0
3,5,16:10,6,30,1,13,4,1,1,1,0,2,1,9,0,7.0,3,0,35.0
2,7,19:50,6,60,2,0,-1,1,1,1,0,3,2,1,0,0.3333333333333333,2,0,19.0
3,5,17:30,6,30,1,13,4,1,1,1,0,2,1,1,0,1.0,3,0,34.0
3,3,17:30,6,30,1,13,4,7,9,1,0,2,1,1,0,7.0,3,0,29.0
2,2,07:10,6,30,1,18,4,1,2,2,0,1,1,4,0,7.0,2,0,32.0
3,5,12:56,3,30,1,0,4,1,1,2,0,2,1,2,0,13.5,3,0,37.0
2,3,13:10,6,40,1,0,-1,1,1,1,0,2,1,9,0,9.5,2,0,48.0
3,5,22:49,6,30,1,13,4,4,1,1,0,2,1,9,0,8.0,3,0,44.0
3,7,18:48,6,30,1,0,-1,4,1,2,0,3,1,9,0,4.333333333333333,3,0,39.0
2,5,09:45,6,30,1,13,4,1,1,1,0,1,1,9,0,7.0,2,1,36.0
3,7,12:12,3,70,2,0,-1,1,1,1,0,2,1,9,0,3.5,3,0,40.0
2,4,18:10,6,30,1,13,4,1,1,1,0,2,1,5,0,9.0,2,0,64.0
2,2,14:10,6,60,2,0,-1,1,1,1,0,2,1,3,0,4.5,2,0,30.0
3,5,11:27,6,30,1,13,2,1,1,1,0,2,2,9,0,15.5,3,0,57.5
3,1,18:37,1,40,2,0,2,4,1,1,11,2,2,9,0,10.0,3,0,47.5
3,2,22:32,6,30,1,13,4,4,1,2,0,2,5,9,0,5.5,3,0,34.4
3,7,16:54,3,70,1,0,-1,1,1,1,0,2,1,2,1,7.0,3,0,21.0
3,5,17:11,6,40,2,13,4,4,1,2,0,2,1,3,0,3.0,3,0,17.0
3,5,15:38,6,30,1,0,-1,1,1,1,0,3,1,9,0,3.6666666666666665,3,0,56.0
3,4,11:30,3,50,1,16,2,1,1,1,0,2,2,9,0,15.5,3,0,44.0
2,6,11:04,6,20,1,16,4,1,1,1,0,1,1,8,0,5.0,2,1,30.0
3,6,20:14,6,30,1,0,-1,4,2,2,0,3,1,3,1,0.6666666666666666,3,0,36.0
2,5,12:08,1,30,1,0,4,1,1,1,0,2,1,1,0,2.0,2,0,39.0
3,6,07:40,6,30,1,0,4,7,1,1,0,2,1,1,0,3.0,3,0,20.0
2,6,20:00,6,30,1,0,-1,1,1,1,0,2,1,2,0,11.5,2,0,26.0
3,1,13:03,3,30,1,16,2,1,1,1,0,2,2,9,0,11.5,3,0,22.5
3,5,08:45,6,30,1,13,4,1,1,1,0,1,1,9,0,7.0,3,1,28.0
3,1,14:30,6,30,2,0,-1,1,1,1,21,2,1,9,0,7.0,3,0,9.0
3,6,18:10,6,30,2,13,4,1,1,1,0,2,4,9,0,4.5,3,0,24.25
3,1,19:30,1,50,2,0,4,1,1,1,0,1,1,9,5,12.0,3,0,42.0
3,2,07:30,1,30,2,0,4,1,2,2,0,2,1,4,0,6.0,3,0,46.0
3,6,16:15,9,30,1,13,4,1,1,1,0,1,1,8,0,7.0,3,1,12.0
3,5,06:33,6,30,2,0,-1,1,1,1,0,2,1,9,0,5.5,3,0,30.0
3,4,20:00,6,60,2,13,4,6,1,1,0,1,1,9,5,17.0,3,0,51.0
3,6,12:40,3,70,2,0,-1,1,1,1,0,2,2,9,0,9.5,3,0,41.0
3,6,19:10,6,30,1,0,-1,1,1,1,0,2,1,1,0,3.0,3,0,54.0
3,5,19:05,6,30,1,16,2,4,1,1,0,2,1,9,0,7.0,3,0,46.0
3,3,17:02,6,50,2,0,-1,1,2,2,0,3,3,9,0,10.0,3,0,60.0
3,3,12:05,6,60,1,13,4,1,2,2,0,2,2,9,0,6.0,3,0,48.0
3,4,22:30,6,60,2,0,-1,6,8,4,0,2,2,9,5,10.0,3,0,24.5
3,5,16:40,6,60,2,13,4,1,1,1,0,2,2,9,0,5.5,3,0,79.0
2,4,07:24,6,40,2,16,2,1,1,1,0,2,1,3,0,6.0,2,0,21.0
3,4,14:48,6,30,1,0,-1,1,1,1,0,2,1,9,0,4.5,3,0,57.0
3,2,17:05,6,30,2,19,2,4,1,1,0,1,1,9,0,7.0,3,1,57.0
3,3,11:50,6,30,2,0,-1,1,1,1,0,1,1,9,0,16.0,3,0,51.0
3,2,00:02,6,30,1,13,-1,4,1,1,0,2,1,9,0,5.0,3,0,33.0
2,7,00:16,6,60,2,0,-1,6,1,1,0,2,3,9,0,4.0,2,0,29.33333333333333
3,3,23:16,6,30,2,0,-1,4,2,2,0,2,2,9,1,16.5,3,0,32.5
3,5,13:15,6,30,1,0,4,1,1,1,0,2,1,9,0,10.5,3,0,42.0
2,7,18:39,6,30,1,13,4,4,1,2,0,2,2,5,0,24.0,2,0,49.0
2,1,09:04,6,30,1,0,-1,1,1,2,0,1,3,9,0,3.0,2,0,26.0
3,5,14:52,6,30,1,16,2,1,1,1,0,2,1,4,1,9.0,3,0,21.0
3,6,07:30,6,60,2,0,-1,6,3,4,18,4,1,9,1,5.25,3,0,55.0
3,5,17:21,3,70,2,0,-1,1,1,1,0,2,1,1,0,6.5,3,0,56.0
3,6,22:05,6,60,2,13,4,6,1,1,0,2,2,9,0,9.5,3,0,36.0
2,7,07:27,6,30,2,18,4,4,1,4,0,2,1,9,0,4.0,2,0,83.0
3,1,11:58,6,40,2,13,2,1,1,1,0,2,2,9,0,12.5,3,0,30.0
3,5,16:25,6,60,2,0,-1,1,1,1,0,2,1,1,0,7.0,3,0,37.0
3,3,15:37,6,30,2,0,-1,1,1,1,0,2,1,9,0,3.0,3,0,40.0
3,5,08:25,6,30,2,13,4,1,1,1,0,2,1,9,0,8.0,3,0,35.0
2,2,22:08,6,30,1,13,4,4,1,2,0,2,1,1,0,4.0,2,0,19.0
2,4,19:38,6,30,2,13,4,1,1,1,0,2,1,1,0,1.5,2,0,58.0
3,2,18:18,6,30,1,0,-1,1,1,1,0,2,1,3,0,6.0,3,0,56.0
3,5,13:22,1,30,1,0,4,1,1,1,0,2,1,9,0,9.5,3,0,46.0
3,5,09:52,6,60,2,13,4,1,1,1,0,2,1,9,1,11.5,3,0,63.0
3,4,19:00,6,30,2,0,4,1,1,1,0,2,1,9,0,13.5,3,0,46.0
3,7,18:50,1,40,1,0,4,4,1,1,0,2,2,9,0,4.0,3,0,28.0
3,6,00:01,6,60,2,0,-1,6,1,1,0,1,1,9,0,10.0,3,0,18.0
3,2,01:41,6,30,1,0,-1,4,1,2,0,2,2,9,0,8.5,3,0,50.5
2,7,06:42,6,60,2,0,-1,1,1,2,0,1,2,9,2,16.0,2,0,30.0
2,1,11:33,6,30,2,0,-1,1,1,1,0,2,1,1,0,5.0,2,0,28.0
3,2,12:38,6,60,2,0,-1,1,2,2,0,2,2,9,0,2.0,3,0,38.5
3,1,16:00,6,30,1,13,4,4,2,2,0,1,1,9,0,7.0,3,1,32.0
3,1,20:36,6,40,2,0,4,4,1,1,0,2,1,9,0,9.0,3,0,30.0
2,6,17:00,6,40,2,13,4,1,1,1,0,2,1,3,0,16.0,2,0,29.0
3,7,09:44,6,60,2,0,-1,1,9,1,0,2,1,1,0,-0.5,3,0,60.0
3,6,15:10,6,30,1,19,2,1,1,1,0,2,1,9,0,7.0,3,0,45.0
3,6,21:15,6,30,1,13,4,4,1,1,0,2,3,9,0,3.5,3,0,26.666666666666668
1,5,18:31,6,30,1,13,4,5,4,2,0,2,1,9,0,8.5,1,1,48.0
2,5,17:35,6,20,1,19,-1,1,1,1,0,2,1,9,0,3.0,2,0,59.0
3,5,00:31,6,30,1,13,4,4,1,1,0,1,1,8,0,7.0,3,1,62.0
3,1,01:11,7,30,1,0,-1,5,1,2,0,2,1,9,0,7.0,3,0,24.0
3,4,16:55,6,30,1,0,-1,1,1,1,0,2,1,9,0,10.5,3,0,35.0
2,3,08:27,6,30,1,13,4,1,1,1,0,2,2,9,1,-0.5,2,0,31.0
3,3,13:30,6,30,1,13,-1,1,1,1,0,2,1,9,0,6.5,3,0,28.0
2,1,04:00,6,30,1,0,-1,4,1,1,0,2,2,9,0,9.5,2,0,24.5
3,3,12:00,7,30,1,13,-1,1,1,1,0,2,1,9,0,6.5,3,0,39.0
3,3,17:50,3,30,1,13,4,1,1,1,0,2,1,1,0,7.0,3,0,39.0
2,7,01:45,3,30,1,0,4,4,1,1,0,1,1,4,1,20.0,2,0,33.0
3,4,14:40,6,30,1,0,-1,1,1,1,0,1,1,8,0,7.0,3,1,25.0
3,5,12:30,6,30,1,13,2,1,1,1,0,2,2,8,0,3.5,3,0,64.0
3,2,18:10,6,30,2,0,4,1,1,1,0,2,1,9,0,5.0,3,0,25.0
3,1,13:00,6,30,1,16,2,1,1,1,0,2,1,1,0,2.5,3,0,50.0
3,7,15:25,6,30,1,16,4,1,1,1,0,2,3,9,0,5.5,3,0,29.33333333333333
3,3,12:00,6,30,1,0,-1,1,1,1,0,1,1,19,0,7.0,3,1,17.0
2,2,20:20,6,30,1,19,4,4,1,1,0,1,1,9,0,14.0,2,0,19.0
3,6,18:00,6,30,1,13,4,1,2,2,0,2,1,9,0,10.0,3,0,31.0
2,4,19:13,3,40,2,19,2,4,1,1,0,2,2,9,0,12.5,2,0,29.5
2,7,01:51,6,30,1,0,-1,4,1,2,0,1,1,9,0,7.0,2,1,20.0
3,6,10:25,6,60,2,16,4,1,1,1,0,2,1,9,0,0.0,3,0,28.0
3,2,23:00,3,40,1,16,2,4,1,1,0,2,1,9,0,10.5,3,0,38.0
2,7,13:40,6,40,1,19,4,1,1,1,0,2,1,5,5,22.5,2,0,63.0
3,6,18:59,6,60,2,16,4,6,2,2,0,2,1,9,0,9.0,3,0,24.0
2,7,16:02,6,60,2,0,-1,1,1,2,0,1,2,9,5,2.0,2,0,56.0
2,7,23:37,6,60,2,0,-1,4,7,2,0,2,2,9,1,2.0,2,0,53.0
3,7,04:05,3,30,1,16,4,7,9,2,0,1,1,9,0,7.0,3,1,36.0
3,3,12:04,6,30,1,0,-1,1,1,1,0,1,1,19,0,2.0,3,1,71.0
3,3,18:30,1,30,1,0,-1,4,4,2,0,2,1,1,5,4.5,3,0,32.0
3,7,12:55,6,30,1,0,-1,1,1,1,0,2,1,3,0,6.0,3,0,21.0
2,1,16:30,1,30,1,13,4,1,1,1,0,2,1,1,0,8.0,2,0,25.0
3,3,20:20,6,30,1,13,2,4,1,1,0,2,4,9,0,14.0,3,0,32.25
3,2,08:15,6,30,1,0,4,1,1,1,0,1,1,9,0,10.0,3,1,34.0
